,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
1824,2069,University of Mary,North Dakota,"Bismarck, Fargo, Watford City, Grand Forks",Master's/Doctoral university,3317,Higher Learning Commission,,,,1959,,Private not-for-profit
1825,2070,University of North Dakota,North Dakota,Grand Forks,Research university,14194,Higher Learning Commission,,,,1883-02-27,,Public
1826,2071,Valley City State University,North Dakota,Valley City,Baccalaureate college,1285,Higher Learning Commission,,,,1890-10-13,,Public
1827,2072,Williston State College,North Dakota,Williston,Associate's college,932,Higher Learning Commission,,,,1957,,Public
1828,2073,Assumption College,North Dakota,Richardton,,,,,,,1899,1971,Private
1829,2074,Dakota Business College,North Dakota,Fargo,,,,,,,1890,1978,Private
1830,2075,North Dakota State Normal and Industrial School,North Dakota,Ellendale,,,,,,,1899,1971,Public
1831,2094,Wright-Patterson Air Force Base,Ohio,Public,860,1919,,,,,,,Doctoral/moderate research university
1832,2095,University of Akron,Ohio,Akron,Doctoral/higher research university,23962,,,,,1870,,Public
1833,2096,Allegheny Wesleyan College,Ohio,Salem,Baccalaureate college,84,,,,,1957,,Private not-for profit
1834,2097,Antioch College,Ohio,Yellow Springs,Baccalaureate college,179,,,,,1850,,Private not-for profit
1835,2098,Antioch University Midwest,Ohio,Yellow Springs,Master's university,243,,,,,1988,,Private not-for profit
1836,2099,Art Academy of Cincinnati,Ohio,Cincinnati,Special-focus institution,209,,,,,1869,,Private not-for profit
1837,2100,Ashland University,Ohio,Ashland,Doctoral/moderate research university,5428,,,,,1878,,Private not-for profit
1838,2101,Baldwin Wallace University,Ohio,Berea,Master's university,3979,,,,,1845,,Private not-for profit
1839,2102,Beckfield College,Ohio,Springdale,Associate's college,548,,,,,1984,,Private for-profit
1840,2103,Belmont College,Ohio,St. Clairsville,Associate's college,1042,,,,,1971,,Public
1841,2104,Bluffton University,Ohio,Bluffton,Baccalaureate college,1094,,,,,1899,,Private not-for profit
1842,2105,Bowling Green State University,Ohio,Bowling Green,Doctoral/higher research university,17959,,,,,1910,,Public
1843,2106,Capital University,Ohio,Bexley,Doctoral/higher research university,3494,,,,,1830,,Private not-for profit
1844,2107,Case Western Reserve University,Ohio,Cleveland,Doctoral/highest research university,12069,,,,,1826,,Private not-for profit
1845,2108,Cedarville University,Ohio,Cedarville,Baccalaureate college,4193,,,,,1887,,Private not-for profit
1846,2109,Central Ohio Technical College,Ohio,Newark,Associate's college,3567,,,,,1971,,Public
1847,2110,Central State University,Ohio,Wilberforce,"Baccalaureate college, HBCU",1751,,,,,1887,,Public
1848,2111,Chatfield College,Ohio,Cincinnati,Associate's college,500,,,,,1971,,Private not-for profit
1849,2112,University of Cincinnati,Ohio,Cincinnati,Doctoral/highest research university,46224,,,,,1819,,Public
1850,2113,Cincinnati State Technical and Community College,Ohio,Cincinnati,Associate's college,10707,,,,,1969,,Public
1851,2114,Clark State Community College,Ohio,Springfield,Associate's college,6400,,,,,1962,,Public
1852,2115,Cleveland Institute of Art,Ohio,Cleveland,Special-focus institution,615,,,,,1882,,Private not-for profit
1853,2116,Cleveland Institute of Electronics,Ohio,Cleveland,Associate's college,1000,,,,,1934,,Private for-profit
1854,2117,Cleveland Institute of Music,Ohio,Cleveland,Special-focus institution,450,,,,,1920,,Private not-for profit
1855,2118,Cleveland State University,Ohio,Cleveland,Doctoral/higher research university,17730,,,,,1964,,Public
1856,2119,Columbus College of Art and Design,Ohio,Columbus,Special-focus institution,1288,,,,,1879,,Private not-for profit
1857,2120,Columbus State Community College,Ohio,Columbus,Associate's college,24664,,,,,1963,,Public
1858,2121,Cuyahoga Community College,Ohio,Cleveland,Associate's college,31024,,,,,1963,,Public
1859,2122,Daymar College,Ohio,Various,Associate's college,169,,,,,1963,,Private for-profit
1860,2123,University of Dayton,Ohio,Dayton,Doctoral/higher research university,11074,,,,,1850,,Private not-for profit
1861,2124,Defiance College,Ohio,Defiance,Baccalaureate college,920,,,,,1850,,Private not-for profit
1862,2125,Denison University,Ohio,Granville,Baccalaureate college,2278,,,,,1831,,Private not-for profit
1863,2126,Eastern Gateway Community College,Ohio,Steubenville and Youngstown,Associate's college,2904,,,,,1986,,Public
1864,2127,Edison State Community College,Ohio,Piqua,Associate's college,4000,,,,,1973,,Public
1865,2128,University of Findlay,Ohio,Findlay,Master's university,5172,,,,,1882,,Private not-for profit
1866,2129,Franciscan University of Steubenville,Ohio,Steubenville,Master's university,2421,,,,,1946,,Private not-for profit
1867,2130,Franklin University,Ohio,Columbus,Special-focus institution,5732,,,,,1902,,Private not-for profit
1868,2131,Heidelberg University,Ohio,Tiffin,Master's university,1230,,,,,1850,,Private not-for profit
1869,2132,Hiram College,Ohio,Hiram,Baccalaureate college,1259,,,,,1850,,Private not-for profit
1870,2133,Hocking College,Ohio,Nelsonville,Associate's college,2300,,,,,1968,,Public
1871,2134,James A. Rhodes State College,Ohio,Lima,Associate's college,3657,,,,,1971,,Public
1872,2135,John Carroll University,Ohio,University Heights,Master's university,3709,,,,,1886,,Private not-for profit
1873,2136,Kent State University,Ohio,Kent,Doctoral/higher research university,29477,,,,,1910,,Public
1874,2137,Kenyon College,Ohio,Gambier,Baccalaureate college,1662,,,,,1824,,Private not-for profit
1875,2138,Kettering College,Ohio,Kettering,Special-focus institution,760,,,,,1967,,Private not-for profit
1876,2139,Lake Erie College,Ohio,Painesville,Master's university,1155,,,,,1856,,Private not-for profit
1877,2140,Lakeland Community College,Ohio,Kirtland and Madison,Associate's college,9831,,,,,1967,,Public
1878,2141,Lorain County Community College,Ohio,"Elyria, Wellington, North Ridgeville, and Lorain",Associate's college,12948,,,,,1963,,Public
1879,2142,Lourdes University,Ohio,Sylvania,Master's university,2035,,,,,1958,,Private not-for profit
1880,2143,Malone University,Ohio,Canton,Master's university,1962,,,,,1892,,Private not-for profit
1881,2144,Marietta College,Ohio,Marietta,Baccalaureate college,1500,,,,,1835,,Private not-for profit
1882,2145,Marion Technical College,Ohio,Marion,Associate's college,2468,,,,,1970,,Public
1883,2146,Mercy College of Ohio,Ohio,Toledo,Special-focus institution,688,,,,,1917,,Private not-for profit
1884,2147,Mount Carmel College of Nursing,Ohio,Columbus,Special-focus institution,897,,,,,1903,,Private not-for profit
1885,2148,Miami University,Ohio,Oxford,Doctoral/higher research university,18620,,,,,1809,,Public
1886,2149,Miami-Jacobs Career College,Ohio,Dayton,,1200,,,,,1998,,Private for-profit
1887,2150,Mount St. Joseph University,Ohio,Cincinnati,Master's university,2300,,,,,1920,,Private not-for profit
1888,2151,University of Mount Union,Ohio,Alliance,Baccalaureate college,2262,,,,,1846,,Private not-for profit
1889,2152,Mount Vernon Nazarene University,Ohio,Mount Vernon,Master's university,2317,,,,,1968,,Private not-for profit
1890,2153,Muskingum University,Ohio,New Concord,Master's university,2074,,,,,1837,,Private not-for profit
1891,2154,North Central State College,Ohio,Mansfield,Associate's college,4700,,,,,1961,,Public
1892,2155,Northeast Ohio Medical University,Ohio,Rootstown,Doctoral/M.D./Pharm.D./higher research university,959,,,,,1972,,Public
1893,2156,Northwest State Community College,Ohio,Archbold,Associate's college,3612,,,,,1968,,Public
1894,2157,University of Northwestern Ohio,Ohio,Lima,Mixed baccalaureate/associate's college,4111,,,,,1920,,Private not-for profit
1895,2158,Notre Dame College,Ohio,South Euclid,Master's university,2100,,,,,1922,,Private not-for profit
1896,2159,Oberlin College,Ohio,Oberlin,Baccalaureate college,2978,,,,,1833,,Private not-for profit
1897,2160,Ohio University,Ohio,Athens,Doctoral/higher research university,29217,,,,,1804,,Public
1898,2161,Ohio Christian University,Ohio,Circleville,Baccalaureate college,4058,,,,,1947,,Private not-for profit
1899,2162,Ohio Dominican University,Ohio,Columbus,Master's university,2942,,,,,1911,,Private not-for profit
1900,2163,Ohio Northern University,Ohio,Ada,Baccalaureate college,3695,,,,,1871,,Private not-for profit
1901,2164,Ohio State University,Ohio,Columbus,Doctoral/highest research university,58322,,,,,1870,,Public
1902,2165,Ohio Technical College,Ohio,Cleveland,Associate's college,1500,,,,,1969,,Private for-profit
1903,2166,Ohio Wesleyan University,Ohio,Delaware,Baccalaureate college,1734,,,,,1842,,Private not-for profit
1904,2167,Otterbein University,Ohio,Westerville,Master's university,2791,,,,,1847,,Private not-for profit
1905,2168,Owens Community College,Ohio,Toledo and Findlay,Associate's college,20160,,,,,1965,,Public
1906,2169,Pontifical College Josephinum,Ohio,Columbus,Special-focus institution,138,,,,,1888,,Private not-for profit
1907,2170,Remington College,Ohio,Cleveland,Special-focus institution,510,,,,,1987,,Private not-for profit
1908,2171,University of Rio Grande,Ohio,Rio Grande,Mixed baccalaureate/associate's college,2202,,,,,1876,,Private not-for profit
1909,2172,Shawnee State University,Ohio,Portsmouth,Baccalaureate college,4247,,,,,1986,,Public
1910,2173,Sinclair Community College,Ohio,Dayton,Associate's college,28000,,,,,1887,,Public
1911,2174,Southern State Community College,Ohio,"Hillsboro, Mount Orab, Wilmington, and Washington Court House",Associate's college,2462,,,,,1971,,Public
1912,2175,Stark State College,Ohio,Canton,Associate's college,14097,,,,,1960,,Public
1913,2176,Terra State Community College,Ohio,Fremont,Associate's college,3222,,,,,1968,,Public
1914,2177,Tiffin University,Ohio,Tiffin,Master's university,4100,,,,,1888,,Private not-for profit
1915,2178,University of Toledo,Ohio,Toledo,Doctoral/higher research university,20626,,,,,1872,,Public
1916,2179,Union Institute & University,Ohio,Cincinnati,Doctoral/moderate research university,1567,,,,,1964,,Private not-for profit
1917,2180,Ursuline College,Ohio,Pepper Pike,Master's university,1180,,,,,1871,,Private not-for profit
1918,2181,Walsh University,Ohio,North Canton,Master's university,2500,,,,,1958,,Private not-for profit
1919,2182,Washington State Community College,Ohio,Marietta,Associate's college,2300,,,,,1971,,Public
1920,2183,Wilberforce University,Ohio,Wilberforce,"Baccalaureate college, HBCU",387,,,,,1856,,Private not-for profit
1921,2184,Wilmington College,Ohio,Wilmington,Master's university,1200,,,,,1870,,Private not-for profit
